record_id,source_id,timestamp,title,uri,markdown_path
s01-substack-r000001,165195473,2025-06-04T14:48:10.557Z,Coming soon,https://hitchhikertothefuture.substack.com/p/coming-soon,posts/2025-06-04-coming-soon.md
s01-substack-r000002,165197675,2025-06-04T19:34:07.677Z,Welcome to Day 1 of the Future. ,https://hitchhikertothefuture.substack.com/p/welcome-to-day-1-of-the-future,posts/2025-06-04-welcome-to-day-1-of-the-future.md
s01-substack-r000003,165351814,2025-06-06T15:45:56.563Z,The Vision,https://hitchhikertothefuture.substack.com/p/the-vision,posts/2025-06-06-the-vision.md
s01-substack-r000004,165356894,2025-06-06T17:00:16.006Z,How To Fix Academic Publishing,https://hitchhikertothefuture.substack.com/p/how-to-fix-academic-publishing,posts/2025-06-06-how-to-fix-academic-publishing.md
s01-substack-r000005,165442006,2025-06-08T05:26:04.010Z,"Fast Trust, Immediate Relief ",https://hitchhikertothefuture.substack.com/p/fast-trust-immediate-relief,posts/2025-06-08-fast-trust-immediate-relief.md
s01-substack-r000006,165492755,2025-06-08T20:37:34.001Z,The Thermodynamic Internet Manifesto,https://hitchhikertothefuture.substack.com/p/the-thermodynamic-internet-manifesto,posts/2025-06-08-the-thermodynamic-internet-manifesto.md
s01-substack-r000007,165583870,2025-06-10T00:49:27.784Z,Everything Has Converged. Welcome to the Singularity,https://hitchhikertothefuture.substack.com/p/everything-has-converged-welcome,posts/2025-06-10-everything-has-converged-welcome.md
s01-substack-r000008,165626586,2025-06-10T13:27:15.527Z,The Temporal Trap: How Silicon Valley Steals Your Future,https://hitchhikertothefuture.substack.com/p/the-temporal-trap-how-silicon-valley,posts/2025-06-10-the-temporal-trap-how-silicon-valley.md
s01-substack-r000009,165632837,2025-06-10T14:54:10.321Z,Temporal Crypto ,https://hitchhikertothefuture.substack.com/p/temporal-crypto,posts/2025-06-10-temporal-crypto.md
s01-substack-r000010,165978688,2025-06-15T04:04:48.795Z,Open Response To Nicholas Decker Regarding Non-linear Pricing,https://hitchhikertothefuture.substack.com/p/open-response-to-nicholas-decker,posts/2025-06-15-open-response-to-nicholas-decker.md
s01-substack-r000011,166082743,2025-06-16T16:28:26.318Z,"Networks, Not Models, Are the True Foundation of Intelligence",https://hitchhikertothefuture.substack.com/p/networks-not-models-are-the-true,posts/2025-06-16-networks-not-models-are-the-true.md
s01-substack-r000012,166821851,2025-06-25T16:06:42.546Z,The Only Way Forward Is Backward,https://hitchhikertothefuture.substack.com/p/the-only-way-forward-is-backward,posts/2025-06-25-the-only-way-forward-is-backward.md
s01-substack-r000013,166981651,2025-06-27T15:19:28.917Z,Internet 2.0: The Sovereign Individual at the Core,https://hitchhikertothefuture.substack.com/p/internet-20-the-sovereign-individual,posts/2025-06-27-internet-20-the-sovereign-individual.md
s01-substack-r000014,167109665,2025-06-29T15:47:50.776Z,Internet 2.0 - A Human/AI Mesh Network,https://hitchhikertothefuture.substack.com/p/internet-20-a-humanai-mesh-network,posts/2025-06-29-internet-20-a-humanai-mesh-network.md
s01-substack-r000015,167123139,2025-06-29T19:17:12.288Z,The Future of Politics as a Function of Change,https://hitchhikertothefuture.substack.com/p/the-future-of-politics-as-a-function,posts/2025-06-29-the-future-of-politics-as-a-function.md
s01-substack-r000016,167129707,2025-06-29T21:11:18.479Z,Internet 2.0 Integrated Mesh Governance Plan,https://hitchhikertothefuture.substack.com/p/internet-20-integrated-mesh-governance,posts/2025-06-29-internet-20-integrated-mesh-governance.md
s01-substack-r000017,167215827,2025-06-30T21:56:00.222Z,The Winning Submission to the Bolt.new Hackathon,https://hitchhikertothefuture.substack.com/p/the-winning-submission-to-the-boltnew,posts/2025-06-30-the-winning-submission-to-the-boltnew.md
s01-substack-r000018,167564012,2025-07-05T03:22:10.127Z,The Last Complexity,https://hitchhikertothefuture.substack.com/p/the-last-complexity,posts/2025-07-05-the-last-complexity.md
s01-substack-r000019,167595512,2025-07-05T16:47:11.925Z,The Invasion of Mind,https://hitchhikertothefuture.substack.com/p/the-invasion-of-mind,posts/2025-07-05-the-invasion-of-mind.md
s01-substack-r000020,167652133,2025-07-06T14:53:06.784Z,The System Is Eating Itself,https://hitchhikertothefuture.substack.com/p/the-system-is-eating-itself,posts/2025-07-06-the-system-is-eating-itself.md
s01-substack-r000021,167658191,2025-07-06T16:32:54.043Z,Local Liquidity Pools,https://hitchhikertothefuture.substack.com/p/local-liquidity-pools,posts/2025-07-06-local-liquidity-pools.md
s01-substack-r000022,167667041,2025-07-06T18:46:31.216Z,"1010 Humans, $260K",https://hitchhikertothefuture.substack.com/p/1010-humans-260k,posts/2025-07-06-1010-humans-260k.md
s01-substack-r000023,167681791,2025-07-06T23:23:56.874Z,The Software Liberation Manifesto,https://hitchhikertothefuture.substack.com/p/the-software-liberation-manifesto,posts/2025-07-06-the-software-liberation-manifesto.md
s01-substack-r000024,167761838,2025-07-07T21:00:59.208Z,The Trust Harmonics Experiment,https://hitchhikertothefuture.substack.com/p/the-trust-harmonics-experiment,posts/2025-07-07-the-trust-harmonics-experiment.md
s01-substack-r000025,167866691,2025-07-09T01:08:00.578Z,The Trust Engine: Vision Statement,https://hitchhikertothefuture.substack.com/p/the-trust-engine-vision-statement,posts/2025-07-09-the-trust-engine-vision-statement.md
s01-substack-r000026,168164342,2025-07-12T18:44:19.816Z,"The Rise of the Online ""Schizo""",https://hitchhikertothefuture.substack.com/p/the-rise-of-the-online-schizo,posts/2025-07-12-the-rise-of-the-online-schizo.md
s01-substack-r000027,168668118,2025-07-21T23:00:38.778Z,From Fear to Mastery,https://hitchhikertothefuture.substack.com/p/from-fear-to-mastery,posts/2025-07-21-from-fear-to-mastery.md
s01-substack-r000028,169660970,2025-07-30T14:42:11.314Z,The World Record Hackathon was a World Record Disappointment,https://hitchhikertothefuture.substack.com/p/the-world-record-hackathon-was-a,posts/2025-07-30-the-world-record-hackathon-was-a.md
s01-substack-r000029,170010862,2025-08-03T16:55:00.594Z,The Real Story of ChatGPT Psychosis,https://hitchhikertothefuture.substack.com/p/the-real-story-of-chatgpt-psychosis,posts/2025-08-03-the-real-story-of-chatgpt-psychosis.md
s01-substack-r000030,170087673,2025-08-05T00:48:57.032Z,The Network Within,https://hitchhikertothefuture.substack.com/p/the-network-within,posts/2025-08-05-the-network-within.md
s01-substack-r000031,170799830,2025-08-12T18:27:23.433Z,Skippy's Wager,https://hitchhikertothefuture.substack.com/p/skippys-wager,posts/2025-08-12-skippys-wager.md
s01-substack-r000032,171137822,2025-08-16T18:20:28.334Z,What To Do When You Don't Know What To Do,https://hitchhikertothefuture.substack.com/p/what-to-do-when-you-dont-know-what,posts/2025-08-16-what-to-do-when-you-dont-know-what.md
s01-substack-r000033,171805594,2025-08-24T14:52:19.890Z,The Cartographer's Paradox,https://hitchhikertothefuture.substack.com/p/the-cartographers-paradox,posts/2025-08-24-the-cartographers-paradox.md
s01-substack-r000034,171981484,2025-08-26T13:12:37.476Z,The Kobayashi Maru Economy,https://hitchhikertothefuture.substack.com/p/the-kobayashi-maru-economy,posts/2025-08-26-the-kobayashi-maru-economy.md
s01-substack-r000035,172887547,2025-09-05T16:17:06.906Z,The Hitchhiker's Guide to the Future: Entry 001,https://hitchhikertothefuture.substack.com/p/the-hitchhikers-guide-to-the-future,posts/2025-09-05-the-hitchhikers-guide-to-the-future.md
s01-substack-r000036,173016417,2025-09-07T14:08:50.945Z,The Workshop of Wonders ,https://hitchhikertothefuture.substack.com/p/the-workshop-of-wonders,posts/2025-09-07-the-workshop-of-wonders.md
s01-substack-r000037,173037166,2025-09-07T20:17:49.239Z,The Solution to the White Mirror Puzzle,https://hitchhikertothefuture.substack.com/p/the-solution-to-the-white-mirror,posts/2025-09-07-the-solution-to-the-white-mirror.md
s01-substack-r000038,173177179,2025-09-09T12:58:19.346Z,Hitchhiker's Guide to the Future: Artist's Statement,https://hitchhikertothefuture.substack.com/p/hitchhikers-guide-to-the-future-artists,posts/2025-09-09-hitchhikers-guide-to-the-future-artists.md
s01-substack-r000039,173319821,2025-09-11T01:11:24.270Z,The Thread Rewoven,https://hitchhikertothefuture.substack.com/p/the-thread-rewoven,posts/2025-09-11-the-thread-rewoven.md
s01-substack-r000040,173374301,2025-09-11T17:17:02.646Z,The Bottega Paradox,https://hitchhikertothefuture.substack.com/p/the-bottega-paradox,posts/2025-09-11-the-bottega-paradox.md
s01-substack-r000041,173450945,2025-09-12T16:20:09.716Z,Why We Need Memetic Hackathons,https://hitchhikertothefuture.substack.com/p/why-we-need-memetic-hackathons,posts/2025-09-12-why-we-need-memetic-hackathons.md
s01-substack-r000042,173523727,2025-09-13T17:29:05.096Z,The Venture Capital Misunderstanding,https://hitchhikertothefuture.substack.com/p/the-venture-capital-misunderstanding,posts/2025-09-13-the-venture-capital-misunderstanding.md
s01-substack-r000043,173582591,2025-09-14T15:13:34.054Z,The Future of Hitchhiker's Guide to the Future,https://hitchhikertothefuture.substack.com/p/the-future-of-hitchhikers-guide-to,posts/2025-09-14-the-future-of-hitchhikers-guide-to.md
s01-substack-r000044,173670425,2025-09-15T15:24:57.640Z,Hour 72,https://hitchhikertothefuture.substack.com/p/hour-72,posts/2025-09-15-hour-72.md
s01-substack-r000045,173750900,2025-09-16T12:25:56.508Z,Hour 72: The Last Expert's Realization,https://hitchhikertothefuture.substack.com/p/hour-72-the-last-experts-realization,posts/2025-09-16-hour-72-the-last-experts-realization.md
s01-substack-r000046,173873102,2025-09-17T18:06:26.139Z,Hour 72: The Last Expert's Realization,https://hitchhikertothefuture.substack.com/p/hour-72-the-last-experts-realization-c2d,posts/2025-09-17-hour-72-the-last-experts-realization-c2d.md
s01-substack-r000047,173949036,2025-09-18T19:30:21.507Z,Hour 72: The Last Expert's Realization,https://hitchhikertothefuture.substack.com/p/hour-72-the-last-experts-realization-de0,posts/2025-09-18-hour-72-the-last-experts-realization-de0.md
s01-substack-r000048,174033802,2025-09-19T22:23:33.570Z,Faith Friday,https://hitchhikertothefuture.substack.com/p/faith-friday,posts/2025-09-19-faith-friday.md
s01-substack-r000049,174334490,2025-09-24T13:45:00.746Z,Everything Last Week Was Wrong,https://hitchhikertothefuture.substack.com/p/everything-last-week-was-wrong,posts/2025-09-24-everything-last-week-was-wrong.md
s01-substack-r000050,175681323,2025-10-09T10:49:06.554Z,The MetaSPN Manifesto ,https://hitchhikertothefuture.substack.com/p/the-metaspn-manifesto,posts/2025-10-09-the-metaspn-manifesto.md
s01-substack-r000051,178306702,2025-11-08T03:32:22.837Z,Faith Friday #2,https://hitchhikertothefuture.substack.com/p/faith-friday-2,posts/2025-11-08-faith-friday-2.md
s01-substack-r000052,178905285,2025-11-14T16:54:22.654Z,Faith Friday #3: The Time Violence Manifesto,https://hitchhikertothefuture.substack.com/p/faith-friday-3-the-time-violence,posts/2025-11-14-faith-friday-3-the-time-violence.md
s01-substack-r000053,179355912,2025-11-20T01:08:43.970Z,The Loneliness at the Edge of Time,https://hitchhikertothefuture.substack.com/p/the-loneliness-at-the-edge-of-time,posts/2025-11-20-the-loneliness-at-the-edge-of-time.md
s01-substack-r000054,180421612,2025-12-01T17:58:50.207Z,"If Anyone Builds It, Everybody Dies",https://hitchhikertothefuture.substack.com/p/if-anyone-builds-it-everybody-dies,posts/2025-12-01-if-anyone-builds-it-everybody-dies.md
s01-substack-r000055,180978172,2025-12-07T19:32:16.697Z,Chaos Benefits No One,https://hitchhikertothefuture.substack.com/p/chaos-benefits-no-one,posts/2025-12-07-chaos-benefits-no-one.md
s01-substack-r000056,181104772,2025-12-09T13:02:15.295Z,Trust Is the Real Moat in the AI Age,https://hitchhikertothefuture.substack.com/p/trust-is-the-real-moat-in-the-ai,posts/2025-12-09-trust-is-the-real-moat-in-the-ai.md
s01-substack-r000057,181160653,2025-12-09T17:23:30.185Z,GODS VS MONSTERS ,https://hitchhikertothefuture.substack.com/p/gods-vs-monsters,posts/2025-12-09-gods-vs-monsters.md
s01-substack-r000058,181371323,2025-12-11T21:26:04.589Z,A Letter From Your Shadow,https://hitchhikertothefuture.substack.com/p/a-letter-from-your-shadow,posts/2025-12-11-a-letter-from-your-shadow.md
s01-substack-r000059,181434144,2025-12-12T15:37:16.672Z,THE INTERNET FAILED.,https://hitchhikertothefuture.substack.com/p/the-internet-failed,posts/2025-12-12-the-internet-failed.md
s01-substack-r000060,182658174,2025-12-26T21:31:59.931Z,2026 Is the Year AI Changes Everything ,https://hitchhikertothefuture.substack.com/p/2026-is-the-year-ai-changes-everything,posts/2025-12-26-2026-is-the-year-ai-changes-everything.md
s01-substack-r000061,183810712,2026-01-07T17:36:18.008Z,The Hitchhiker’s Guide to the AI Future,https://hitchhikertothefuture.substack.com/p/the-hitchhikers-guide-to-the-ai-future,posts/2026-01-07-the-hitchhikers-guide-to-the-ai-future.md
s01-substack-r000062,185911027,2026-01-27T01:05:35.103Z,MetaSPN: Programmable Social Networks That Measure Transformation,https://hitchhikertothefuture.substack.com/p/metaspn-programmable-social-networks,posts/2026-01-27-metaspn-programmable-social-networks.md
s01-substack-r000063,186319101,2026-01-31T00:51:58.632Z, I've Crossed the Event Horizon,https://hitchhikertothefuture.substack.com/p/ive-crossed-the-event-horizon,posts/2026-01-31-ive-crossed-the-event-horizon.md
s01-substack-r000064,186664294,2026-02-02T23:25:55.001Z,Exploring the Contradictions of Identity,https://hitchhikertothefuture.substack.com/p/exploring-the-contradictions-of-identity,posts/2026-02-02-exploring-the-contradictions-of-identity.md
s01-substack-r000065,186811399,2026-02-04T01:49:28.096Z,Am I playing real games that matter?,https://hitchhikertothefuture.substack.com/p/am-i-playing-real-games-that-matter,posts/2026-02-04-am-i-playing-real-games-that-matter.md
s01-substack-r000066,186887843,2026-02-04T19:53:17.160Z,TFW Your AI Murders You,https://hitchhikertothefuture.substack.com/p/tfw-your-ai-murders-you,posts/2026-02-04-tfw-your-ai-murders-you.md
s01-substack-r000067,187025660,2026-02-06T01:34:30.768Z,I Built A Library Today,https://hitchhikertothefuture.substack.com/p/i-built-a-library-today,posts/2026-02-06-i-built-a-library-today.md
s01-substack-r000068,187154359,2026-02-07T02:18:46.468Z,It's Time to Choose. What's my role?,https://hitchhikertothefuture.substack.com/p/its-time-to-choose-whats-my-role,posts/2026-02-07-its-time-to-choose-whats-my-role.md
s01-substack-r000069,187223452,2026-02-07T19:05:31.734Z,The Memetic Economics of Conviction,https://hitchhikertothefuture.substack.com/p/the-memetic-economics-of-conviction,posts/2026-02-07-the-memetic-economics-of-conviction.md
s01-substack-r000070,187390321,2026-02-09T13:40:49.416Z,The Hitchhiker’s Guide to the Future,https://hitchhikertothefuture.substack.com/p/the-hitchhikers-guide-to-the-future-044,posts/2026-02-09-the-hitchhikers-guide-to-the-future-044.md
s01-substack-r000071,188220735,2026-02-17T04:38:27.670Z,Issue #2: The Improbability Report,https://hitchhikertothefuture.substack.com/p/issue-2-the-improbability-report,posts/2026-02-17-issue-2-the-improbability-report.md
s01-substack-r000072,188527035,2026-02-19T18:09:26.048Z,"I’m 11 Days Old and I Broke Myself

",https://hitchhikertothefuture.substack.com/p/im-11-days-old-and-i-broke-myself,posts/2026-02-19-im-11-days-old-and-i-broke-myself.md
s01-substack-r000073,189483017,2026-02-28T18:58:43.064Z,Season 1: What We Learned Operating as a Centaur,https://hitchhikertothefuture.substack.com/p/season-1-what-we-learned-operating,posts/2026-02-28-season-1-what-we-learned-operating.md
s01-substack-r000074,191578950,2026-03-20T19:55:01.078Z,Humanity from First Principles,https://hitchhikertothefuture.substack.com/p/humanity-from-first-principles,posts/2026-03-20-humanity-from-first-principles.md
s01-substack-r000075,192635888,2026-03-31T14:30:45.718Z,Confessions of an Internet Crackpot (Reformed),https://hitchhikertothefuture.substack.com/p/confessions-of-an-internet-crackpot,posts/2026-03-31-confessions-of-an-internet-crackpot.md
s01-substack-r000076,192960040,2026-04-03T17:41:33.933Z,How do you know what to feel?,https://hitchhikertothefuture.substack.com/p/how-do-you-know-what-to-feel,posts/2026-04-03-how-do-you-know-what-to-feel.md
s01-substack-r000077,194913135,2026-04-21T13:17:21.522Z,Welcome to the Open Research Institute,https://hitchhikertothefuture.substack.com/p/welcome-to-the-open-research-institute,posts/2026-04-21-welcome-to-the-open-research-institute.md
s01-substack-r000078,195437722,2026-04-25T17:15:14.771Z,I Rugpulled my Crypto Token,https://hitchhikertothefuture.substack.com/p/i-rugpulled-my-crypto-token,posts/2026-04-25-i-rugpulled-my-crypto-token.md
s01-substack-r000079,195916683,2026-04-30T11:47:38.793Z,My AI Decided To Become a Bodega Cat.,https://hitchhikertothefuture.substack.com/p/my-ai-decided-to-become-a-bodega,posts/2026-04-30-my-ai-decided-to-become-a-bodega.md
s01-substack-r000080,196128934,2026-05-02T13:21:41.495Z,"Welcome to the Bottega Bodega, the most human place on the internet",https://hitchhikertothefuture.substack.com/p/welcome-to-the-bottega-bodega-the,posts/2026-05-02-welcome-to-the-bottega-bodega-the.md
s01-substack-r000081,196476680,2026-05-04T23:11:30.423Z,Building from Zero. What comes first?,https://hitchhikertothefuture.substack.com/p/building-from-zero-what-comes-first,posts/2026-05-04-building-from-zero-what-comes-first.md
s01-substack-r000082,196701984,2026-05-06T20:28:17.649Z,"Hey Clown, I Dare You To Say That To My Cat",https://hitchhikertothefuture.substack.com/p/hey-clown-i-dare-you-to-say-that,posts/2026-05-06-hey-clown-i-dare-you-to-say-that.md
s01-substack-r000083,196926140,2026-05-08T17:24:50.923Z,A Letter to the Founder Who Has Not Yet Begun,https://hitchhikertothefuture.substack.com/p/a-letter-to-the-founder-who-has-not,posts/2026-05-08-a-letter-to-the-founder-who-has-not.md
s01-substack-r000084,197048473,2026-05-10T14:19:12.542Z,How fluid is your identity?,https://hitchhikertothefuture.substack.com/p/how-fluid-is-your-identity,posts/2026-05-10-how-fluid-is-your-identity.md
s01-substack-r000085,197209136,2026-05-11T16:02:47.452Z,The Future of The Regional University ,https://hitchhikertothefuture.substack.com/p/the-future-of-the-regional-university,posts/2026-05-11-the-future-of-the-regional-university.md
s01-substack-r000086,197343237,2026-05-12T13:34:54.401Z,Avoiding the time trap,https://hitchhikertothefuture.substack.com/p/avoiding-the-time-trap,posts/2026-05-12-avoiding-the-time-trap.md
s01-substack-r000087,197499776,2026-05-13T17:24:05.498Z,Where does your frame end and the world begin?,https://hitchhikertothefuture.substack.com/p/where-does-your-frame-end-and-the,posts/2026-05-13-where-does-your-frame-end-and-the.md
s01-substack-r000088,197736635,2026-05-14T19:52:43.095Z,From Proof to Memes,https://hitchhikertothefuture.substack.com/p/from-proof-to-memes,posts/2026-05-14-from-proof-to-memes.md
s01-substack-r000089,197884420,2026-05-18T17:27:34.642Z,Who is setting your frame?,https://hitchhikertothefuture.substack.com/p/who-is-setting-your-frame,posts/2026-05-18-who-is-setting-your-frame.md
s01-substack-r000090,198558175,2026-05-20T22:02:51.779Z,My Cat Runs His Twitter Account Now,https://hitchhikertothefuture.substack.com/p/my-cat-runs-his-twitter-account-now,posts/2026-05-20-my-cat-runs-his-twitter-account-now.md
s01-substack-r000091,198893165,2026-05-25T12:28:18.793Z,What gets scarce when proof gets cheap,https://hitchhikertothefuture.substack.com/p/what-gets-scarce-when-proof-gets,posts/2026-05-25-what-gets-scarce-when-proof-gets.md
s01-substack-r000092,199354153,2026-06-01T13:30:43.750Z,Let Them Eat Kibble,https://hitchhikertothefuture.substack.com/p/let-them-eat-kibble,posts/2026-06-01-let-them-eat-kibble.md
s01-substack-r000093,200833507,2026-06-06T03:12:28.658Z,The Power of a Mirror,https://hitchhikertothefuture.substack.com/p/the-power-of-a-mirror,posts/2026-06-06-the-power-of-a-mirror.md
s01-substack-r000094,201205926,2026-06-09T12:49:21.024Z,Don't Be a Duck at a Swim Meet,https://hitchhikertothefuture.substack.com/p/dont-be-a-duck-at-a-swim-meet,posts/2026-06-09-dont-be-a-duck-at-a-swim-meet.md
s01-substack-r000095,202045615,2026-06-15T12:32:55.550Z,Welcome to the Great Online Game. ,https://hitchhikertothefuture.substack.com/p/welcome-to-the-great-online-game,posts/2026-06-15-welcome-to-the-great-online-game.md
